Compound ID,DOI,Uniprot,cell_line_assay,readout_assay,timepoint_assay,cell_lines_abstract,readouts_abstract,cell_lines_fulltext,readouts_fulltext,cell_lines_chembl,cell_line_best
1241,10.1016/j.chembiol.2019.10.013,P30291,,TR-FRET,,ovarian cancer cells,,,,,ovarian cancer cells
1242,10.1016/j.chembiol.2019.10.013,P30291,,TR-FRET,,ovarian cancer cells,,,,,ovarian cancer cells
1243,10.1016/j.chembiol.2019.10.013,P30291,,TR-FRET,,ovarian cancer cells,,,,,ovarian cancer cells
1244,10.1016/j.chembiol.2019.10.013,P30291,,,,ovarian cancer cells,,,,,ovarian cancer cells
1244,10.1016/j.cell.2020.10.038,O96013,,,,,,,,,
1244,10.1016/j.cell.2020.10.038,P41743,,,,,,,,,
1244,10.1016/j.cell.2020.10.038,Q15118,,,,,,,,Jurkat,
1244,10.1016/j.cell.2020.10.038,Q15119,,,,,,,,,
1244,10.1016/j.cell.2020.10.038,Q15120,,,,,,,,,
1244,10.1016/j.cell.2020.10.038,Q8NI60,,,,,,,,,
1244,10.1016/j.cell.2020.10.038,Q8TEA7,,,,,,,,,
1244,10.1016/j.cell.2020.10.038,Q9HBH9,,,,,,,,,
1245,10.1016/j.ejmech.2020.112377,Q9NZQ7,,HTRF,,Hep3B; OS-8; CD3 T cells,HTRF; flow cytometry; Western blot,,HTRF,A549; HEK293; HEK293T; Jurkat; MCF7; MDA-MB-21; MDA-MB-231,Hep3B
1246,10.1016/j.ejmech.2020.112377,Q9NZQ7,,HTRF,,Hep3B; OS-8; CD3 T cells,HTRF; flow cytometry; Western blot,,HTRF,A549; HEK293; HEK293T; Jurkat; MCF7; MDA-MB-21; MDA-MB-231,Hep3B
1247,10.1016/j.ejmech.2020.112377,Q9NZQ7,,HTRF,,Hep3B; OS-8; CD3 T cells,HTRF; flow cytometry; Western blot,,HTRF,A549; HEK293; HEK293T; Jurkat; MCF7; MDA-MB-21; MDA-MB-231,Hep3B
1248,10.1016/j.ejmech.2020.112377,Q9NZQ7,,HTRF,,Hep3B; OS-8; CD3 T cells,HTRF; flow cytometry; Western blot,,HTRF,A549; HEK293; HEK293T; Jurkat; MCF7; MDA-MB-21; MDA-MB-231,Hep3B
1249,10.1016/j.ejmech.2020.112377,Q9NZQ7,,HTRF,,Hep3B; OS-8; CD3 T cells,HTRF; flow cytometry; Western blot,,HTRF,A549; HEK293; HEK293T; Jurkat; MCF7; MDA-MB-21; MDA-MB-231,Hep3B
1250,10.1016/j.ejmech.2020.112377,Q9NZQ7,,HTRF,,Hep3B; OS-8; CD3 T cells,HTRF; flow cytometry; Western blot,,HTRF,A549; HEK293; HEK293T; Jurkat; MCF7; MDA-MB-21; MDA-MB-231,Hep3B
1251,10.1016/j.ejmech.2020.112377,Q9NZQ7,,HTRF,,Hep3B; OS-8; CD3 T cells,HTRF; flow cytometry; Western blot,,HTRF,A549; HEK293; HEK293T; Jurkat; MCF7; MDA-MB-21; MDA-MB-231,Hep3B
1252,10.1016/j.ejmech.2020.112377,Q9NZQ7,,HTRF,,Hep3B; OS-8; CD3 T cells,HTRF; flow cytometry; Western blot,,HTRF,A549; HEK293; HEK293T; Jurkat; MCF7; MDA-MB-21; MDA-MB-231,Hep3B
1253,10.1016/j.ejmech.2020.112377,Q9NZQ7,A549,HTRF,,Hep3B; OS-8; CD3 T cells,HTRF; flow cytometry; Western blot,,HTRF,A549; HEK293; HEK293T; Jurkat; MCF7; MDA-MB-21; MDA-MB-231,A549
1254,10.1016/j.ejmech.2020.112377,Q9NZQ7,MDA-MB-231,HTRF,,Hep3B; OS-8; CD3 T cells,HTRF; flow cytometry; Western blot,,HTRF,A549; HEK293; HEK293T; Jurkat; MCF7; MDA-MB-21; MDA-MB-231,MDA-MB-231
1255,10.1016/j.ejmech.2020.112377,Q9NZQ7,,HTRF,,Hep3B; OS-8; CD3 T cells,HTRF; flow cytometry; Western blot,,HTRF,A549; HEK293; HEK293T; Jurkat; MCF7; MDA-MB-21; MDA-MB-231,Hep3B
1256,10.1016/j.ejmech.2020.112377,Q9NZQ7,,HTRF,,Hep3B; OS-8; CD3 T cells,HTRF; flow cytometry; Western blot,,HTRF,A549; HEK293; HEK293T; Jurkat; MCF7; MDA-MB-21; MDA-MB-231,Hep3B
1257,10.1016/j.ejmech.2020.112377,Q9NZQ7,A549,HTRF,,Hep3B; OS-8; CD3 T cells,HTRF; flow cytometry; Western blot,,HTRF,A549; HEK293; HEK293T; Jurkat; MCF7; MDA-MB-21; MDA-MB-231,A549
1258,10.1016/j.ejmech.2020.112377,Q9NZQ7,,HTRF,,Hep3B; OS-8; CD3 T cells,HTRF; flow cytometry; Western blot,,HTRF,A549; HEK293; HEK293T; Jurkat; MCF7; MDA-MB-21; MDA-MB-231,Hep3B
1259,10.1016/j.ejmech.2020.112377,Q9NZQ7,,HTRF,,Hep3B; OS-8; CD3 T cells,HTRF; flow cytometry; Western blot,,HTRF,A549; HEK293; HEK293T; Jurkat; MCF7; MDA-MB-21; MDA-MB-231,Hep3B
1260,10.1016/j.ejmech.2020.112377,Q9NZQ7,,HTRF,,Hep3B; OS-8; CD3 T cells,HTRF; flow cytometry; Western blot,,HTRF,A549; HEK293; HEK293T; Jurkat; MCF7; MDA-MB-21; MDA-MB-231,Hep3B
1261,10.1016/j.ejmech.2020.112377,Q9NZQ7,,HTRF,,Hep3B; OS-8; CD3 T cells,HTRF; flow cytometry; Western blot,,HTRF,A549; HEK293; HEK293T; Jurkat; MCF7; MDA-MB-21; MDA-MB-231,Hep3B
1262,10.1016/j.ejmech.2020.112377,Q9NZQ7,,HTRF,,Hep3B; OS-8; CD3 T cells,HTRF; flow cytometry; Western blot,,HTRF,A549; HEK293; HEK293T; Jurkat; MCF7; MDA-MB-21; MDA-MB-231,Hep3B
1263,10.1016/j.ejmech.2020.112377,Q9NZQ7,,HTRF,,Hep3B; OS-8; CD3 T cells,HTRF; flow cytometry; Western blot,,HTRF,A549; HEK293; HEK293T; Jurkat; MCF7; MDA-MB-21; MDA-MB-231,Hep3B
1264,10.1016/j.ejmech.2020.112377,Q9NZQ7,,HTRF,,Hep3B; OS-8; CD3 T cells,HTRF; flow cytometry; Western blot,,HTRF,A549; HEK293; HEK293T; Jurkat; MCF7; MDA-MB-21; MDA-MB-231,Hep3B
1265,10.1016/j.ejmech.2020.112377,Q9NZQ7,,HTRF,,Hep3B; OS-8; CD3 T cells,HTRF; flow cytometry; Western blot,,HTRF,A549; HEK293; HEK293T; Jurkat; MCF7; MDA-MB-21; MDA-MB-231,Hep3B
1266,10.1016/j.ejmech.2020.112377,Q9NZQ7,A549,HTRF,,Hep3B; OS-8; CD3 T cells,HTRF; flow cytometry; Western blot,,HTRF,A549; HEK293; HEK293T; Jurkat; MCF7; MDA-MB-21; MDA-MB-231,A549
1267,10.1016/j.ejmech.2020.112377,Q9NZQ7,A549,HTRF,,Hep3B; OS-8; CD3 T cells,HTRF; flow cytometry; Western blot,,HTRF,A549; HEK293; HEK293T; Jurkat; MCF7; MDA-MB-21; MDA-MB-231,A549
1268,10.1016/j.ejmech.2020.112377,Q9NZQ7,,HTRF,,Hep3B; OS-8; CD3 T cells,HTRF; flow cytometry; Western blot,,HTRF,A549; HEK293; HEK293T; Jurkat; MCF7; MDA-MB-21; MDA-MB-231,Hep3B
1269,10.1016/j.ejmech.2020.112377,Q9NZQ7,,HTRF,,Hep3B; OS-8; CD3 T cells,HTRF; flow cytometry; Western blot,,HTRF,A549; HEK293; HEK293T; Jurkat; MCF7; MDA-MB-21; MDA-MB-231,Hep3B
1270,10.1016/j.ejmech.2020.112377,Q9NZQ7,A549,HTRF,,Hep3B; OS-8; CD3 T cells,HTRF; flow cytometry; Western blot,,HTRF,A549; HEK293; HEK293T; Jurkat; MCF7; MDA-MB-21; MDA-MB-231,A549
1271,10.1016/j.ejmech.2020.112377,Q9NZQ7,,HTRF,,Hep3B; OS-8; CD3 T cells,HTRF; flow cytometry; Western blot,,HTRF,A549; HEK293; HEK293T; Jurkat; MCF7; MDA-MB-21; MDA-MB-231,Hep3B
1272,10.1016/j.ejmech.2020.112377,Q9NZQ7,,HTRF,,Hep3B; OS-8; CD3 T cells,HTRF; flow cytometry; Western blot,,HTRF,A549; HEK293; HEK293T; Jurkat; MCF7; MDA-MB-21; MDA-MB-231,Hep3B
1273,10.1016/j.ejmech.2020.112397,Q07817,MyLa 1929,other,,MyLa 1929,Western blot,MyLa 1929; MOLT-4; RS4;11; A549; MDA-MB-231; SW620; MeWo; SK-MEL-28; CHL-1; WI-38; human platelets,Western blot; cell viability,Jurkat,MyLa 1929
1274,10.1016/j.ejmech.2020.112397,Q07817,MyLa 1929,other,,MyLa 1929,Western blot,MyLa 1929; MOLT-4; RS4;11; A549; MDA-MB-231; SW620; MeWo; SK-MEL-28; CHL-1; WI-38; human platelets,Western blot; cell viability,Jurkat,MyLa 1929
1275,10.1016/j.ejmech.2020.112397,Q07817,MyLa 1929,other,,MyLa 1929,Western blot,MyLa 1929; MOLT-4; RS4;11; A549; MDA-MB-231; SW620; MeWo; SK-MEL-28; CHL-1; WI-38; human platelets,Western blot; cell viability,Jurkat,MyLa 1929
1276,10.1016/j.ejmech.2020.112397,Q07817,MyLa 1929,other,,MyLa 1929,Western blot,MyLa 1929; MOLT-4; RS4;11; A549; MDA-MB-231; SW620; MeWo; SK-MEL-28; CHL-1; WI-38; human platelets,Western blot; cell viability,Jurkat,MyLa 1929
1277,10.1016/j.ejmech.2020.112397,Q07817,MyLa 1929,other,,MyLa 1929,Western blot,MyLa 1929; MOLT-4; RS4;11; A549; MDA-MB-231; SW620; MeWo; SK-MEL-28; CHL-1; WI-38; human platelets,Western blot; cell viability,Jurkat,MyLa 1929
1278,10.1016/j.ejmech.2020.112397,Q07817,MyLa 1929,other,,MyLa 1929,Western blot,MyLa 1929; MOLT-4; RS4;11; A549; MDA-MB-231; SW620; MeWo; SK-MEL-28; CHL-1; WI-38; human platelets,Western blot; cell viability,Jurkat,MyLa 1929
1279,10.1016/j.ejmech.2020.112397,Q07817,MyLa 1929,other,,MyLa 1929,Western blot,MyLa 1929; MOLT-4; RS4;11; A549; MDA-MB-231; SW620; MeWo; SK-MEL-28; CHL-1; WI-38; human platelets,Western blot; cell viability,Jurkat,MyLa 1929
1280,10.1016/j.ejmech.2020.112397,Q07817,MyLa 1929,other,,MyLa 1929,Western blot,MyLa 1929; MOLT-4; RS4;11; A549; MDA-MB-231; SW620; MeWo; SK-MEL-28; CHL-1; WI-38; human platelets,Western blot; cell viability,Jurkat,MyLa 1929
1281,10.1016/j.ejmech.2020.112397,Q07817,MyLa 1929,other,,MyLa 1929,Western blot,MyLa 1929; MOLT-4; RS4;11; A549; MDA-MB-231; SW620; MeWo; SK-MEL-28; CHL-1; WI-38; human platelets,Western blot; cell viability,Jurkat,MyLa 1929
1282,10.1016/j.ejmech.2020.112397,Q07817,MyLa 1929,other,,MyLa 1929,Western blot,MyLa 1929; MOLT-4; RS4;11; A549; MDA-MB-231; SW620; MeWo; SK-MEL-28; CHL-1; WI-38; human platelets,Western blot; cell viability,Jurkat,MyLa 1929
1283,10.1016/j.ejmech.2020.112397,Q07817,MyLa 1929,other,,MyLa 1929,Western blot,MyLa 1929; MOLT-4; RS4;11; A549; MDA-MB-231; SW620; MeWo; SK-MEL-28; CHL-1; WI-38; human platelets,Western blot; cell viability,Jurkat,MyLa 1929
1284,10.1016/j.ejmech.2020.112397,Q07817,MyLa 1929,other,,MyLa 1929,Western blot,MyLa 1929; MOLT-4; RS4;11; A549; MDA-MB-231; SW620; MeWo; SK-MEL-28; CHL-1; WI-38; human platelets,Western blot; cell viability,Jurkat,MyLa 1929
1285,10.1016/j.ejmech.2020.112397,Q07817,MyLa 1929,other,,MyLa 1929,Western blot,MyLa 1929; MOLT-4; RS4;11; A549; MDA-MB-231; SW620; MeWo; SK-MEL-28; CHL-1; WI-38; human platelets,Western blot; cell viability,Jurkat,MyLa 1929
1286,10.1016/j.ejmech.2020.112397,Q07817,MyLa 1929,other,,MyLa 1929,Western blot,MyLa 1929; MOLT-4; RS4;11; A549; MDA-MB-231; SW620; MeWo; SK-MEL-28; CHL-1; WI-38; human platelets,Western blot; cell viability,Jurkat,MyLa 1929
1287,10.1016/j.ejmech.2020.112397,Q07817,MyLa 1929,other,,MyLa 1929,Western blot,MyLa 1929; MOLT-4; RS4;11; A549; MDA-MB-231; SW620; MeWo; SK-MEL-28; CHL-1; WI-38; human platelets,Western blot; cell viability,Jurkat,MyLa 1929
1288,10.1016/j.ejmech.2020.112397,Q07817,MyLa 1929,other,,MyLa 1929,Western blot,MyLa 1929; MOLT-4; RS4;11; A549; MDA-MB-231; SW620; MeWo; SK-MEL-28; CHL-1; WI-38; human platelets,Western blot; cell viability,Jurkat,MyLa 1929
1289,10.1038/s41589-019-0379-2,P09874,,ELISA,,muscle cells; primary cardiomyocytes,,,,,muscle cells
1290,10.1038/s41589-019-0379-2,P09874,,ELISA,,muscle cells; primary cardiomyocytes,,,,,muscle cells
1291,10.1038/s41589-019-0379-2,P09874,,ELISA,,muscle cells; primary cardiomyocytes,,,,,muscle cells
1292,10.1038/s41589-019-0379-2,P09874,,ELISA,,muscle cells; primary cardiomyocytes,,,,,muscle cells
1293,10.1038/s41589-019-0379-2,P09874,,,,muscle cells; primary cardiomyocytes,,,,,muscle cells
1294,10.1038/s41589-019-0379-2,P09874,,,,muscle cells; primary cardiomyocytes,,,,,muscle cells
1295,10.1038/s41589-019-0379-2,P09874,,,,muscle cells; primary cardiomyocytes,,,,,muscle cells
1296,10.1038/s41589-019-0379-2,P09874,,,,muscle cells; primary cardiomyocytes,,,,,muscle cells
1297,10.1038/s41589-019-0379-2,P09874,,,,muscle cells; primary cardiomyocytes,,,,,muscle cells
1298,10.1038/s41589-019-0379-2,P09874,,,,muscle cells; primary cardiomyocytes,,,,,muscle cells
1299,10.1038/s41589-019-0379-2,Q9Y6F1,Primary Cardiomyocytes,ELISA,24.0,muscle cells; primary cardiomyocytes,,,,,Primary Cardiomyocytes
1299,10.1038/s41589-019-0379-2,P09874,Primary Cardiomyocytes,ELISA,24.0,muscle cells; primary cardiomyocytes,,,,,Primary Cardiomyocytes
1300,10.1038/s41589-019-0379-2,Q9Y6F1,Primary Cardiomyocytes,ELISA,24.0,muscle cells; primary cardiomyocytes,,,,,Primary Cardiomyocytes
1300,10.1038/s41589-019-0379-2,P09874,Primary Cardiomyocytes,ELISA,24.0,muscle cells; primary cardiomyocytes,,,,,Primary Cardiomyocytes
1301,10.1038/s41589-019-0379-2,P09874,,,,muscle cells; primary cardiomyocytes,,,,,muscle cells
1302,10.1038/s41589-019-0379-2,P09874,,,,muscle cells; primary cardiomyocytes,,,,,muscle cells
1303,10.1038/s41589-019-0379-2,P09874,,,,muscle cells; primary cardiomyocytes,,,,,muscle cells
1304,10.1038/s41589-019-0379-2,P09874,,,,muscle cells; primary cardiomyocytes,,,,,muscle cells
1304,10.1038/s41589-019-0379-2,Q9UGN5,,,,muscle cells; primary cardiomyocytes,,,,Jurkat,muscle cells
1305,10.1038/s41589-019-0379-2,P09874,,,,muscle cells; primary cardiomyocytes,,,,,muscle cells
1305,10.1038/s41589-019-0379-2,Q9UGN5,,,,muscle cells; primary cardiomyocytes,,,,Jurkat,muscle cells
1306,10.1038/s41589-019-0379-2,Q9UGN5,,other,,muscle cells; primary cardiomyocytes,,,,Jurkat,muscle cells
1306,10.1038/s41589-019-0379-2,P09874,,other,,muscle cells; primary cardiomyocytes,,,,,muscle cells
1307,10.1038/s41589-019-0379-2,P09874,,,,muscle cells; primary cardiomyocytes,,,,,muscle cells
1307,10.1038/s41589-019-0379-2,Q9UGN5,,,,muscle cells; primary cardiomyocytes,,,,Jurkat,muscle cells
1308,10.1038/s41589-019-0379-2,P09874,,,,muscle cells; primary cardiomyocytes,,,,,muscle cells
1309,10.1038/s41589-019-0379-2,P09874,,,,muscle cells; primary cardiomyocytes,,,,,muscle cells
1310,10.1038/s41589-019-0379-2,P09874,,,,muscle cells; primary cardiomyocytes,,,,,muscle cells
1311,10.1038/s41589-019-0379-2,P09874,,,,muscle cells; primary cardiomyocytes,,,,,muscle cells
1312,10.1038/s41589-019-0379-2,P09874,,,,muscle cells; primary cardiomyocytes,,,,,muscle cells
1313,10.1038/s41589-019-0379-2,P09874,,,,muscle cells; primary cardiomyocytes,,,,,muscle cells
1314,10.1038/s41589-019-0379-2,P09874,,,,muscle cells; primary cardiomyocytes,,,,,muscle cells
1315,10.1038/s41589-019-0379-2,P09874,,,,muscle cells; primary cardiomyocytes,,,,,muscle cells
1316,10.1038/s41589-018-0010-y,O15164,,other,,,,,,HeLa,
1317,10.1038/s41589-018-0010-y,O15164,,,,,,,,HeLa,
1318,10.1038/s41589-018-0021-8,P62942,,AlphaScreen,,,,HEK293T; HCT116; A375; MOLM13; MV4-11; RS4-11; Jurkat,Western blot; AlphaScreen; luciferase; RNA-sequencing; flow cytometry,,HEK293T
1319,10.1038/s41589-018-0021-8,P62942,,AlphaScreen,,,,HEK293T; HCT116; A375; MOLM13; MV4-11; RS4-11; Jurkat,Western blot; AlphaScreen; luciferase; RNA-sequencing; flow cytometry,,HEK293T
1320,10.1038/s41589-018-0021-8,P62942,,AlphaScreen,,,,HEK293T; HCT116; A375; MOLM13; MV4-11; RS4-11; Jurkat,Western blot; AlphaScreen; luciferase; RNA-sequencing; flow cytometry,,HEK293T
1321,10.1038/s41589-018-0021-8,P62942,,AlphaScreen,,,,HEK293T; HCT116; A375; MOLM13; MV4-11; RS4-11; Jurkat,Western blot; AlphaScreen; luciferase; RNA-sequencing; flow cytometry,,HEK293T
1322,10.1016/j.chembiol.2020.04.008,Q9UBN7,,,,,,,,A549; HCT116; HEK293; HeLa,
1323,10.1016/j.chembiol.2020.04.008,Q9UBN7,MM1S,ELISA,6.0,,,,,A549; HCT116; HEK293; HeLa,MM1S
1324,10.1016/j.chembiol.2020.04.008,Q9UBN7,,,,,,,,A549; HCT116; HEK293; HeLa,
1325,10.1016/j.chembiol.2020.04.008,Q9UBN7,,,,,,,,A549; HCT116; HEK293; HeLa,
1326,10.1016/j.chembiol.2020.04.008,Q9UBN7,,,,,,,,A549; HCT116; HEK293; HeLa,
1327,10.1016/j.chembiol.2020.04.008,Q9UBN7,,,,,,,,A549; HCT116; HEK293; HeLa,
1328,10.1016/j.chembiol.2020.04.008,Q9UBN7,,,,,,,,A549; HCT116; HEK293; HeLa,
1329,10.1016/j.chembiol.2020.04.008,Q9UBN7,,,,,,,,A549; HCT116; HEK293; HeLa,
1330,10.1016/j.chembiol.2020.04.008,Q9UBN7,,,,,,,,A549; HCT116; HEK293; HeLa,
1331,10.3390/cells9051083,nan,,degradation reporter,,,,,,,
1331,10.3390/cells9051083,P07437,,degradation reporter,,,,,,HEK293; Hela; K562; MCF7,
1332,10.3390/cells9051083,nan,,degradation reporter,,,,,,,
1332,10.3390/cells9051083,P07437,,degradation reporter,,,,,,HEK293; Hela; K562; MCF7,
1333,10.3390/cells9051083,nan,,degradation reporter,,,,,,,
1333,10.3390/cells9051083,P07437,,degradation reporter,,,,,,HEK293; Hela; K562; MCF7,
1334,10.3390/cells9051083,nan,,degradation reporter,,,,,,,
1334,10.3390/cells9051083,P07437,,degradation reporter,,,,,,HEK293; Hela; K562; MCF7,
1335,10.3390/cells9051083,nan,,degradation reporter,,,,,,,
1335,10.3390/cells9051083,P07437,,degradation reporter,,,,,,HEK293; Hela; K562; MCF7,
1336,10.3390/cells9051083,nan,,degradation reporter,,,,,,,
1336,10.3390/cells9051083,P07437,,degradation reporter,,,,,,HEK293; Hela; K562; MCF7,
1337,10.3390/cells9051083,nan,,degradation reporter,,,,,,,
1337,10.3390/cells9051083,P07437,,degradation reporter,,,,,,HEK293; Hela; K562; MCF7,
1338,10.3390/cells9051083,nan,,degradation reporter,,,,,,,
1338,10.3390/cells9051083,P07437,,degradation reporter,,,,,,HEK293; Hela; K562; MCF7,
1339,10.3390/cells9051083,nan,,degradation reporter,,,,,,,
1339,10.3390/cells9051083,P07437,,degradation reporter,,,,,,HEK293; Hela; K562; MCF7,
1340,10.3390/cells9051083,nan,,degradation reporter,,,,,,,
1340,10.3390/cells9051083,P07437,,degradation reporter,,,,,,HEK293; Hela; K562; MCF7,
1341,10.3390/cells9051083,nan,,degradation reporter,,,,,,,
1341,10.3390/cells9051083,P07437,,degradation reporter,,,,,,HEK293; Hela; K562; MCF7,
1342,10.3390/cells9051083,nan,,degradation reporter,,,,,,,
1342,10.3390/cells9051083,P07437,,degradation reporter,,,,,,HEK293; Hela; K562; MCF7,
1343,10.3390/cells9051083,nan,,degradation reporter,,,,,,,
1343,10.3390/cells9051083,P07437,,degradation reporter,,,,,,HEK293; Hela; K562; MCF7,
1344,10.7554/eLife.45457,P10636,,other,24.0,FTD patient-derived neurons; healthy control neurons,Western blot,FTD patient-derived neurons; control neurons,Western blot; immunofluorescence,,FTD patient-derived neurons
1345,10.1038/s41375-019-0467-z,Q16186,MM.1S,other,16.0,MM cell lines; patient MM cells,Western blot; caspase activation; cell viability,,,HEK293T; HeLa,MM.1S
1346,10.3390/molecules25081948,P08069,,,,MCF7; A549,,,,MCF-7,MCF7
1346,10.3390/molecules25081948,P12931,,,,MCF7; A549,,,,,MCF7
1347,10.3390/molecules25081948,P08069,,,,MCF7; A549,,,,MCF-7,MCF7
1347,10.3390/molecules25081948,P12931,,,,MCF7; A549,,,,,MCF7
1348,10.3390/molecules25081948,P08069,,,,MCF7; A549,,,,MCF-7,MCF7
1348,10.3390/molecules25081948,P12931,,,,MCF7; A549,,,,,MCF7
1349,10.3390/molecules25081948,P08069,MCF7,other,,MCF7; A549,,,,MCF-7,MCF7
1349,10.3390/molecules25081948,P12931,MCF7,other,,MCF7; A549,,,,,MCF7
1350,10.3390/molecules25081948,P08069,MCF7,other,,MCF7; A549,,,,MCF-7,MCF7
1350,10.3390/molecules25081948,P12931,MCF7,other,,MCF7; A549,,,,,MCF7
1351,10.3390/molecules25081948,P08069,,,,MCF7; A549,,,,MCF-7,MCF7
1351,10.3390/molecules25081948,P12931,,,,MCF7; A549,,,,,MCF7
1352,10.3390/molecules25081948,P08069,,,,MCF7; A549,,,,MCF-7,MCF7
1352,10.3390/molecules25081948,P12931,,,,MCF7; A549,,,,,MCF7
1353,10.3390/molecules25081948,P08069,,,,MCF7; A549,,,,MCF-7,MCF7
1353,10.3390/molecules25081948,P12931,,,,MCF7; A549,,,,,MCF7
1354,10.3390/molecules25081948,P08069,,,,MCF7; A549,,,,MCF-7,MCF7
1354,10.3390/molecules25081948,P12931,,,,MCF7; A549,,,,,MCF7
1355,10.3390/molecules25081948,P08069,,,,MCF7; A549,,,,MCF-7,MCF7
1355,10.3390/molecules25081948,P12931,,,,MCF7; A549,,,,,MCF7
1356,10.3390/molecules25081948,P08069,,,,MCF7; A549,,,,MCF-7,MCF7
1356,10.3390/molecules25081948,P12931,,,,MCF7; A549,,,,,MCF7
1357,10.1038/s41467-019-11429-w,nan,Huh7.5,degradation reporter,4.0,,,,,,Huh7.5
1358,10.1038/s41467-019-11429-w,nan,Huh7.5,degradation reporter,4.0,,,,,,Huh7.5
1359,10.1038/s41467-019-11429-w,nan,Huh7.5,degradation reporter,4.0,,,,,,Huh7.5
1360,10.1038/s41467-020-15838-0,Q07817,WI38,AlphaScreen,16.0,,,,,Jurkat,WI38
1361,10.1039/c9cc08238g,Q06187,,,,,,,,HL-60; K562; Ramos,
1362,10.1039/c9cc08238g,Q06187,,,,,,,,HL-60; K562; Ramos,
1363,10.1039/c9cc08238g,Q06187,,,,,,,,HL-60; K562; Ramos,
1364,10.1039/c9cc08238g,Q06187,,,,,,,,HL-60; K562; Ramos,
1365,10.1039/c9cc08238g,Q06187,,,,,,,,HL-60; K562; Ramos,
1366,10.1039/c9cc08238g,Q06187,,,,,,,,HL-60; K562; Ramos,
1367,10.1039/c9cc08238g,Q06187,,,,,,,,HL-60; K562; Ramos,
1368,10.1039/c9cc08238g,Q06187,,,,,,,,HL-60; K562; Ramos,
1369,10.1039/c9cc08238g,Q06187,,,,,,,,HL-60; K562; Ramos,
1370,10.1039/c9cc08238g,Q06187,,,,,,,,HL-60; K562; Ramos,
1371,10.1039/c9cc08238g,Q06187,,,,,,,,HL-60; K562; Ramos,
1372,10.1039/c9cc08238g,Q06187,,HTRF,,,,,,HL-60; K562; Ramos,
1373,10.1039/c9cc08238g,Q06187,Ramos,degradation reporter,18.0,,,,,HL-60; K562; Ramos,Ramos
1373,10.1039/c9cc08238g,P51451,Ramos,degradation reporter,18.0,,,,,,Ramos
1374,10.1039/c9cc08238g,Q06187,,,,,,,,HL-60; K562; Ramos,
1375,10.1039/c9cc08238g,Q06187,,HTRF,,,,,,HL-60; K562; Ramos,
1376,10.1039/c9cc08238g,Q06187,,HTRF,,,,,,HL-60; K562; Ramos,
1377,10.1021/acsmedchemlett.8b00011,P49336,,,,,,HepG2,Western blot,,HepG2
1378,10.1021/acsmedchemlett.8b00011,P49336,,other,,,,HepG2,Western blot,,HepG2
1379,10.1021/acsmedchemlett.8b00011,P49336,,other,,,,HepG2,Western blot,,HepG2
1380,10.1021/jacs.9b13907,Q06187,Mino,other,24.0,patient-derived primary chronic lymphocytic leukemia cells,degradation reporter,,,HL-60; K562; Ramos,Mino
1381,10.1021/jacs.9b13907,Q06187,Mino,other,24.0,patient-derived primary chronic lymphocytic leukemia cells,degradation reporter,,,HL-60; K562; Ramos,Mino
1382,10.1021/jacs.9b13907,Q06187,Mino,other,24.0,patient-derived primary chronic lymphocytic leukemia cells,degradation reporter,,,HL-60; K562; Ramos,Mino
1383,10.1021/jacs.9b13907,Q06187,Mino,other,24.0,patient-derived primary chronic lymphocytic leukemia cells,degradation reporter,,,HL-60; K562; Ramos,Mino
1384,10.1021/jacs.9b13907,Q06187,Mino,other,24.0,patient-derived primary chronic lymphocytic leukemia cells,degradation reporter,,,HL-60; K562; Ramos,Mino
1385,10.1021/jacs.9b13907,Q06187,Mino,other,24.0,patient-derived primary chronic lymphocytic leukemia cells,degradation reporter,,,HL-60; K562; Ramos,Mino
1386,10.1021/jacs.9b13907,Q06187,,,,patient-derived primary chronic lymphocytic leukemia cells,degradation reporter,,,HL-60; K562; Ramos,patient-derived primary chronic lymphocytic leukemia cells
1387,10.1021/jacs.9b13907,Q06187,,,,patient-derived primary chronic lymphocytic leukemia cells,degradation reporter,,,HL-60; K562; Ramos,patient-derived primary chronic lymphocytic leukemia cells
1388,10.1021/jacs.9b13907,Q06187,,,,patient-derived primary chronic lymphocytic leukemia cells,degradation reporter,,,HL-60; K562; Ramos,patient-derived primary chronic lymphocytic leukemia cells
1389,10.1021/jacs.9b13907,Q06187,,,,patient-derived primary chronic lymphocytic leukemia cells,degradation reporter,,,HL-60; K562; Ramos,patient-derived primary chronic lymphocytic leukemia cells
1390,10.1021/jacs.9b13907,Q06187,,,,patient-derived primary chronic lymphocytic leukemia cells,degradation reporter,,,HL-60; K562; Ramos,patient-derived primary chronic lymphocytic leukemia cells
1391,10.1021/jacs.9b13907,Q06187,,,,patient-derived primary chronic lymphocytic leukemia cells,degradation reporter,,,HL-60; K562; Ramos,patient-derived primary chronic lymphocytic leukemia cells
1392,10.1021/jacs.9b13907,Q06187,,,,patient-derived primary chronic lymphocytic leukemia cells,degradation reporter,,,HL-60; K562; Ramos,patient-derived primary chronic lymphocytic leukemia cells
1393,10.1021/jacs.9b13907,Q06187,,,,patient-derived primary chronic lymphocytic leukemia cells,degradation reporter,,,HL-60; K562; Ramos,patient-derived primary chronic lymphocytic leukemia cells
