caco2_wang,pampa_ncats,hia_hou,solubility_aqsoldb,pgp_broccatelli,lipophilicity_astrazeneca,clearance_hepatocyte_az
0.360095,0.330116,0.339192,0.201802,0.812430,0.556158,0.598135
0.357698,0.328363,0.334268,0.206199,0.791165,0.547833,0.594500
0.368579,0.335042,0.346354,0.188906,0.814897,0.552815,0.596060
0.365145,0.334087,0.342553,0.195777,0.802505,0.543702,0.593659
0.430669,0.428162,0.349692,0.105264,0.854553,0.627849,0.561778
0.421192,0.426384,0.345869,0.103220,0.852837,0.620836,0.563364
0.421095,0.428307,0.345832,0.103227,0.851014,0.618201,0.565199
0.507931,0.482090,0.445705,0.081827,0.877441,0.693838,0.581528
0.330171,0.309831,0.353191,0.229805,0.747662,0.467294,0.586436
0.369667,0.334330,0.348084,0.168800,0.780137,0.552323,0.613626
0.415952,0.349438,0.368244,0.150179,0.828354,0.544984,0.623776
0.354283,0.319267,0.307533,0.185372,0.816458,0.550971,0.600475
0.324473,0.299459,0.338784,0.194727,0.746989,0.469013,0.594254
0.345232,0.322111,0.325786,0.188040,0.810939,0.554714,0.615533
0.531691,0.494319,0.453744,0.098236,0.892235,0.658271,0.630162
0.423850,0.399415,0.378209,0.124760,0.862985,0.554442,0.598094
0.343102,0.314424,0.365994,0.185742,0.767389,0.483348,0.614915
0.366922,0.339924,0.330682,0.127852,0.791663,0.581203,0.569643
0.402077,0.344760,0.354479,0.120677,0.824691,0.593028,0.573011
0.358791,0.316910,0.300416,0.145140,0.826787,0.566335,0.579686
0.343511,0.308968,0.326850,0.154978,0.737134,0.524428,0.553753
0.340440,0.313014,0.317989,0.152924,0.802126,0.577212,0.584415
0.359614,0.320148,0.318667,0.141115,0.743938,0.557061,0.559628
0.386761,0.320446,0.334974,0.134329,0.775012,0.567376,0.564176
0.351443,0.313144,0.291381,0.163682,0.805515,0.543837,0.570210
0.336025,0.308032,0.319746,0.171084,0.721110,0.506481,0.546773
0.335282,0.310205,0.309995,0.165911,0.789535,0.564896,0.580158
0.362042,0.360475,0.336864,0.129518,0.830876,0.598591,0.612125
0.447615,0.373731,0.404171,0.172598,0.812819,0.545092,0.598588
0.389025,0.335886,0.315905,0.181845,0.831532,0.563309,0.580523
0.377472,0.326143,0.320858,0.200137,0.817869,0.554319,0.579220
0.359284,0.331277,0.357998,0.169291,0.808290,0.578568,0.611579
0.352361,0.316182,0.351218,0.177396,0.781477,0.547353,0.616869
0.481655,0.483249,0.411224,0.090395,0.851618,0.674540,0.583523
0.401084,0.379722,0.351492,0.101554,0.861925,0.614172,0.558277
0.437235,0.437713,0.363002,0.131490,0.857845,0.600288,0.605973
0.431950,0.438621,0.355703,0.130499,0.853953,0.612422,0.602390
0.498477,0.480543,0.425756,0.108105,0.852941,0.637621,0.620494
0.357969,0.311199,0.340290,0.174426,0.741429,0.547973,0.609325
0.394483,0.330121,0.354121,0.159077,0.793416,0.543455,0.618801
0.347690,0.315560,0.301508,0.194131,0.808476,0.543503,0.596967
0.322275,0.299592,0.331799,0.207295,0.741978,0.479208,0.587310
0.341925,0.319614,0.321553,0.198939,0.799286,0.548262,0.612692
0.354310,0.308928,0.330316,0.182449,0.700062,0.541097,0.605405
0.388732,0.317671,0.343286,0.167195,0.744552,0.537487,0.615546
0.340092,0.317381,0.291194,0.201402,0.798699,0.540621,0.598469
0.322047,0.299980,0.327364,0.212568,0.731227,0.478247,0.583704
0.342202,0.319406,0.315500,0.203509,0.786124,0.548111,0.611395
0.488289,0.452099,0.423915,0.135041,0.873205,0.661129,0.638251
0.349567,0.322605,0.344350,0.170498,0.817662,0.621620,0.622019
0.431056,0.385597,0.381173,0.138617,0.854969,0.627971,0.632670
0.348669,0.321189,0.336907,0.179270,0.811856,0.599519,0.619858
0.360596,0.324692,0.327744,0.133463,0.762360,0.565561,0.567595
0.388927,0.333831,0.345945,0.127635,0.801475,0.576573,0.570802
0.355438,0.314256,0.296624,0.154696,0.818325,0.554159,0.571679
0.340195,0.308458,0.322618,0.165492,0.730386,0.510422,0.548038
0.337259,0.311817,0.316003,0.160103,0.792294,0.566045,0.581807
0.287016,0.286891,0.309183,0.196607,0.613749,0.507539,0.511331
0.287016,0.286891,0.309183,0.196607,0.613749,0.507539,0.511331
0.287016,0.286891,0.309183,0.196607,0.613749,0.507539,0.511331
0.293303,0.293865,0.319917,0.204122,0.617601,0.435557,0.500480
0.293303,0.293865,0.319917,0.204122,0.617601,0.435557,0.500480
0.293303,0.293865,0.319917,0.204122,0.617601,0.435557,0.500480
0.277574,0.262903,0.297896,0.198393,0.574544,0.463525,0.483348
0.277574,0.262903,0.297896,0.198393,0.574544,0.463525,0.483348
0.277574,0.262903,0.297896,0.198393,0.574544,0.463525,0.483348
0.280576,0.267424,0.309135,0.203528,0.597194,0.454096,0.502264
0.280576,0.267424,0.309135,0.203528,0.597194,0.454096,0.502264
0.280576,0.267424,0.309135,0.203528,0.597194,0.454096,0.502264
0.277108,0.263344,0.304730,0.236122,0.521127,0.445113,0.487040
0.277108,0.263344,0.304730,0.236122,0.521127,0.445113,0.487040
0.277108,0.263344,0.304730,0.236122,0.521127,0.445113,0.487040
0.254024,0.257919,0.299597,0.255470,0.524614,0.460116,0.492012
0.254024,0.257919,0.299597,0.255470,0.524614,0.460116,0.492012
0.254024,0.257919,0.299597,0.255470,0.524614,0.460116,0.492012
0.262593,0.253587,0.299441,0.230976,0.549067,0.429385,0.493595
0.262593,0.253587,0.299441,0.230976,0.549067,0.429385,0.493595
0.262593,0.253587,0.299441,0.230976,0.549067,0.429385,0.493595
0.278209,0.260878,0.299100,0.206253,0.512785,0.442125,0.479540
0.278209,0.260878,0.299100,0.206253,0.512785,0.442125,0.479540
0.278209,0.260878,0.299100,0.206253,0.512785,0.442125,0.479540
0.271336,0.259239,0.295134,0.250617,0.498704,0.426902,0.486853
0.271336,0.259239,0.295134,0.250617,0.498704,0.426902,0.486853
0.271336,0.259239,0.295134,0.250617,0.498704,0.426902,0.486853
0.296664,0.265666,0.301444,0.188554,0.579369,0.475203,0.491902
0.296664,0.265666,0.301444,0.188554,0.579369,0.475203,0.491902
0.296664,0.265666,0.301444,0.188554,0.579369,0.475203,0.491902
0.286493,0.269790,0.305806,0.216537,0.564551,0.473763,0.506122
0.286493,0.269790,0.305806,0.216537,0.564551,0.473763,0.506122
0.286493,0.269790,0.305806,0.216537,0.564551,0.473763,0.506122
0.333698,0.341681,0.353212,0.238814,0.512334,0.469147,0.487213
0.333698,0.341681,0.353212,0.238814,0.512334,0.469147,0.487213
0.346972,0.326558,0.300786,0.216237,0.761913,0.601689,0.533057
0.346972,0.326558,0.300786,0.216237,0.761913,0.601689,0.533057
0.346972,0.326558,0.300786,0.216237,0.761913,0.601689,0.533057
0.346972,0.326558,0.300786,0.216237,0.761913,0.601689,0.533057
0.249854,0.250797,0.338738,0.178391,0.524887,0.430783,0.478170
0.243638,0.238606,0.333758,0.174182,0.558154,0.440726,0.484153
0.259060,0.242727,0.332220,0.165701,0.597370,0.441897,0.494360
0.309318,0.286092,0.340096,0.187715,0.571175,0.442114,0.491550
0.298622,0.276829,0.330920,0.181565,0.599390,0.459145,0.502072
0.305311,0.279975,0.326910,0.172485,0.630873,0.468787,0.505529
0.283310,0.247221,0.338379,0.162488,0.665927,0.427184,0.476050
0.377512,0.378706,0.371706,0.192601,0.614563,0.424609,0.567174
0.381479,0.385081,0.373144,0.207408,0.630205,0.430042,0.563395
0.388110,0.388897,0.372627,0.197292,0.672539,0.433631,0.571106
0.405302,0.386624,0.367267,0.183858,0.689717,0.458624,0.572823
0.367685,0.344835,0.353394,0.208865,0.639089,0.427317,0.588203
0.357519,0.329278,0.350054,0.223657,0.612449,0.417305,0.588354
0.436648,0.492680,0.385830,0.162724,0.658212,0.434650,0.585184
0.467841,0.479069,0.401036,0.166187,0.728179,0.445894,0.606347
0.482739,0.476369,0.398156,0.149824,0.725802,0.485126,0.610229
0.483051,0.478202,0.389451,0.146855,0.740278,0.530520,0.614056
0.537179,0.526240,0.488088,0.135129,0.852075,0.577111,0.650177
0.537653,0.528514,0.481209,0.134727,0.863198,0.605058,0.653573
0.257251,0.279236,0.313375,0.286200,0.581894,0.459776,0.533328
0.254641,0.277602,0.312412,0.292164,0.582148,0.434805,0.531831
0.255361,0.278722,0.311761,0.294445,0.580980,0.421385,0.532634
0.255677,0.280495,0.311390,0.306024,0.580898,0.410062,0.535158
0.261053,0.276433,0.293194,0.296341,0.560844,0.433983,0.521467
0.258522,0.275014,0.293270,0.306967,0.565971,0.422372,0.536076
0.256649,0.274706,0.293964,0.320353,0.566516,0.405312,0.536825
0.257660,0.274379,0.295305,0.325219,0.567409,0.391727,0.537484
0.257774,0.275479,0.294126,0.328830,0.570804,0.386789,0.537682
0.257171,0.276041,0.294689,0.336632,0.572037,0.384493,0.538498
0.236435,0.261788,0.278894,0.280578,0.527205,0.420963,0.520939
0.236538,0.256808,0.276828,0.461425,0.441118,0.327789,0.520868
0.244175,0.267092,0.272226,0.383598,0.434282,0.388907,0.508595
0.242975,0.265418,0.272134,0.391821,0.436138,0.374291,0.529320
0.240822,0.263904,0.271964,0.407713,0.435523,0.362299,0.529540
0.239033,0.264947,0.269071,0.408531,0.444818,0.361521,0.526535
0.241922,0.268043,0.276858,0.296490,0.467658,0.421315,0.541348
0.240593,0.267681,0.277205,0.303922,0.468077,0.410679,0.539039
0.235681,0.269773,0.295032,0.268469,0.564797,0.452667,0.542610
0.283434,0.279585,0.290161,0.232298,0.643559,0.482632,0.574867
0.240150,0.263786,0.289051,0.271075,0.557885,0.442649,0.559173
0.237359,0.263372,0.288419,0.287343,0.559086,0.410473,0.566930
0.238101,0.263079,0.288869,0.293462,0.554578,0.400862,0.568479
0.280071,0.292685,0.298037,0.240504,0.574663,0.460228,0.557994
0.269213,0.274384,0.296682,0.254238,0.582663,0.458218,0.567282
0.269576,0.272088,0.293054,0.268501,0.571070,0.439480,0.570875
0.267873,0.272314,0.291674,0.274790,0.565940,0.417677,0.570927
0.267505,0.273053,0.291487,0.284355,0.564030,0.406725,0.569700
0.266172,0.290956,0.304336,0.225006,0.585646,0.438980,0.551303
0.274845,0.292434,0.304714,0.221203,0.624020,0.472843,0.570231
0.282346,0.295961,0.303653,0.216349,0.651474,0.487385,0.583674
0.297845,0.300298,0.306695,0.210599,0.655908,0.488342,0.584501
0.438102,0.429144,0.397232,0.171411,0.799852,0.771586,0.548464
0.410383,0.343693,0.314562,0.153517,0.819268,0.568048,0.599513
0.331941,0.313056,0.252276,0.186819,0.705223,0.554707,0.524757
0.332357,0.312382,0.252580,0.185125,0.706915,0.553821,0.525492
0.333538,0.314159,0.253829,0.182210,0.718539,0.558098,0.529864
0.335738,0.317029,0.254072,0.178468,0.719589,0.551899,0.532112
0.335243,0.317195,0.254571,0.171838,0.720092,0.550251,0.533163
0.336465,0.318464,0.255190,0.166847,0.730104,0.544351,0.536671
0.336395,0.317935,0.257434,0.215101,0.717697,0.536602,0.546241
0.336111,0.320008,0.258959,0.210918,0.730676,0.538236,0.547364
0.326796,0.307433,0.263321,0.181719,0.750992,0.588121,0.540218
0.324567,0.309339,0.263682,0.172805,0.773552,0.593366,0.546416
0.326110,0.309036,0.264903,0.173719,0.774646,0.592602,0.548689
0.348707,0.324070,0.260065,0.194711,0.717883,0.575918,0.521795
0.335812,0.309709,0.260610,0.174361,0.726075,0.576788,0.543941
0.337841,0.310759,0.261872,0.166583,0.725276,0.574435,0.547377
0.305551,0.305532,0.297197,0.174448,0.668693,0.485013,0.564758
0.303635,0.306521,0.298083,0.187513,0.672380,0.481115,0.577258
0.299140,0.308892,0.293719,0.195530,0.668207,0.477445,0.578372
0.376510,0.343416,0.313825,0.150633,0.815650,0.559265,0.560544
0.377778,0.356558,0.311945,0.148652,0.802415,0.571447,0.557263
0.356851,0.332291,0.309320,0.173267,0.771208,0.574215,0.490628
0.403532,0.361513,0.346034,0.142499,0.831110,0.597931,0.618075
0.403532,0.361513,0.346034,0.142499,0.831110,0.597931,0.618075
0.406944,0.388753,0.351277,0.142689,0.811346,0.591606,0.540287
0.406944,0.388753,0.351277,0.142689,0.811346,0.591606,0.540287
0.404422,0.364558,0.335556,0.161474,0.824306,0.567500,0.568839
0.404422,0.364558,0.335556,0.161474,0.824306,0.567500,0.568839
0.418063,0.380441,0.324410,0.154103,0.804973,0.577597,0.541126
0.418063,0.380441,0.324410,0.154103,0.804973,0.577597,0.541126
0.408700,0.361448,0.314120,0.166480,0.801923,0.554281,0.525353
0.408700,0.361448,0.314120,0.166480,0.801923,0.554281,0.525353
0.410155,0.386484,0.345249,0.141166,0.815584,0.607860,0.544036
0.410155,0.386484,0.345249,0.141166,0.815584,0.607860,0.544036
0.403336,0.378364,0.330908,0.141204,0.809394,0.599715,0.518512
0.403336,0.378364,0.330908,0.141204,0.809394,0.599715,0.518512
0.350173,0.340465,0.282233,0.167920,0.770295,0.476794,0.542928
0.351615,0.303365,0.317582,0.221370,0.750836,0.428579,0.599677
0.356123,0.337803,0.302318,0.164767,0.775360,0.556670,0.573320
0.356376,0.339374,0.303141,0.153780,0.789566,0.537209,0.577897
0.320013,0.318149,0.297792,0.181993,0.694140,0.460488,0.601923
0.315272,0.317663,0.295280,0.188980,0.692848,0.449172,0.602265
0.310218,0.318655,0.289866,0.192302,0.690477,0.455665,0.601311
0.330905,0.332426,0.269902,0.217362,0.632735,0.452439,0.564265
0.326247,0.332123,0.266711,0.230201,0.627757,0.451725,0.562437
0.324869,0.331931,0.265665,0.233294,0.624340,0.450866,0.561323
0.360856,0.290483,0.302699,0.165553,0.772351,0.529541,0.531940
0.361632,0.359496,0.273565,0.200196,0.790705,0.491013,0.597603
0.395801,0.366236,0.285542,0.204154,0.853930,0.561455,0.584789
0.398757,0.360153,0.288065,0.215382,0.842496,0.560716,0.577837
0.393682,0.356932,0.276939,0.210086,0.827285,0.492216,0.567977
0.349070,0.341297,0.272868,0.229062,0.822361,0.522653,0.593306
0.320773,0.289365,0.323788,0.229189,0.751756,0.466197,0.602150
0.275023,0.281347,0.335674,0.251107,0.717706,0.410914,0.595948
0.407561,0.345525,0.328413,0.134353,0.807700,0.607766,0.516480
0.407561,0.345525,0.328413,0.134353,0.807700,0.607766,0.516480
0.318195,0.364644,0.280927,0.211970,0.738009,0.510463,0.559793
0.318195,0.364644,0.280927,0.211970,0.738009,0.510463,0.559793
0.360785,0.343516,0.279227,0.177206,0.770809,0.583034,0.552981
0.360785,0.343516,0.279227,0.177206,0.770809,0.583034,0.552981
0.360785,0.343516,0.279227,0.177206,0.770809,0.583034,0.552981
0.360785,0.343516,0.279227,0.177206,0.770809,0.583034,0.552981
0.264323,0.303905,0.304296,0.179891,0.732979,0.481565,0.579893
0.264323,0.303905,0.304296,0.179891,0.732979,0.481565,0.579893
0.286989,0.307131,0.304404,0.171132,0.744942,0.475367,0.585590
0.286989,0.307131,0.304404,0.171132,0.744942,0.475367,0.585590
0.294563,0.314744,0.300405,0.169084,0.747872,0.500131,0.600787
0.294563,0.314744,0.300405,0.169084,0.747872,0.500131,0.600787
0.295911,0.314057,0.296820,0.155677,0.750965,0.540784,0.610459
0.295911,0.314057,0.296820,0.155677,0.750965,0.540784,0.610459
0.296719,0.316783,0.297841,0.152704,0.772096,0.560282,0.623867
0.296719,0.316783,0.297841,0.152704,0.772096,0.560282,0.623867
0.301044,0.317466,0.297028,0.149038,0.785124,0.562023,0.625572
0.301044,0.317466,0.297028,0.149038,0.785124,0.562023,0.625572
0.303485,0.322046,0.297671,0.146204,0.790557,0.559124,0.625416
0.303485,0.322046,0.297671,0.146204,0.790557,0.559124,0.625416
0.310183,0.322440,0.294130,0.143000,0.795337,0.565962,0.627096
0.310183,0.322440,0.294130,0.143000,0.795337,0.565962,0.627096
0.314728,0.324210,0.294594,0.138891,0.797232,0.566116,0.627082
0.314728,0.324210,0.294594,0.138891,0.797232,0.566116,0.627082
0.386331,0.417869,0.366298,0.126519,0.756166,0.633594,0.550972
0.386331,0.417869,0.366298,0.126519,0.756166,0.633594,0.550972
0.367361,0.382579,0.337851,0.148524,0.749017,0.517252,0.535129
0.367361,0.382579,0.337851,0.148524,0.749017,0.517252,0.535129
0.287552,0.319643,0.298164,0.159434,0.734477,0.580146,0.571188
0.287552,0.319643,0.298164,0.159434,0.734477,0.580146,0.571188
0.249087,0.285611,0.291172,0.162985,0.719693,0.562044,0.581862
0.249087,0.285611,0.291172,0.162985,0.719693,0.562044,0.581862
0.269027,0.286836,0.288415,0.152878,0.736484,0.545033,0.586592
0.269027,0.286836,0.288415,0.152878,0.736484,0.545033,0.586592
0.276609,0.290845,0.281543,0.141817,0.742973,0.610025,0.610313
0.276609,0.290845,0.281543,0.141817,0.742973,0.610025,0.610313
0.276671,0.292721,0.282262,0.137463,0.763029,0.626407,0.625404
0.276671,0.292721,0.282262,0.137463,0.763029,0.626407,0.625404
0.282276,0.298286,0.282922,0.131492,0.781939,0.635435,0.625974
0.282276,0.298286,0.282922,0.131492,0.781939,0.635435,0.625974
0.292443,0.300283,0.279478,0.125636,0.786543,0.633359,0.627704
0.292443,0.300283,0.279478,0.125636,0.786543,0.633359,0.627704
0.375125,0.389810,0.340134,0.151653,0.747998,0.529309,0.535298
0.375125,0.389810,0.340134,0.151653,0.747998,0.529309,0.535298
0.386525,0.391954,0.343252,0.152100,0.758714,0.516747,0.551071
0.386525,0.391954,0.343252,0.152100,0.758714,0.516747,0.551071
0.358938,0.365479,0.334703,0.149178,0.743356,0.601427,0.542351
0.358938,0.365479,0.334703,0.149178,0.743356,0.601427,0.542351
0.351243,0.364988,0.330708,0.139218,0.784114,0.514331,0.554332
0.351243,0.364988,0.330708,0.139218,0.784114,0.514331,0.554332
0.338787,0.339059,0.322850,0.167401,0.751762,0.520088,0.539592
0.338787,0.339059,0.322850,0.167401,0.751762,0.520088,0.539592
0.264607,0.295509,0.312237,0.183061,0.709018,0.529555,0.545009
0.264607,0.295509,0.312237,0.183061,0.709018,0.529555,0.545009
0.309073,0.339607,0.318808,0.163095,0.768022,0.551565,0.557225
0.309073,0.339607,0.318808,0.163095,0.768022,0.551565,0.557225
0.307366,0.323665,0.317476,0.167183,0.739151,0.539247,0.554882
0.307366,0.323665,0.317476,0.167183,0.739151,0.539247,0.554882
0.313163,0.348679,0.315266,0.196526,0.743350,0.469777,0.609950
0.242630,0.277294,0.290798,0.242618,0.630485,0.420101,0.533235
0.276812,0.339897,0.343952,0.209300,0.423163,0.327015,0.516498
0.255531,0.270447,0.293436,0.195503,0.435893,0.339582,0.511663
0.365717,0.310529,0.302549,0.172798,0.765394,0.566774,0.584465
0.553476,0.621633,0.517628,0.141574,0.622299,0.500977,0.484858
0.227207,0.289856,0.230621,0.447754,0.390932,0.226571,0.510067
0.285354,0.327377,0.296931,0.181336,0.644977,0.334631,0.501121
0.260932,0.279425,0.272506,0.277601,0.569754,0.399804,0.544030
0.353805,0.338888,0.310707,0.208353,0.619619,0.468339,0.492225
0.300096,0.303662,0.290408,0.206700,0.627497,0.409726,0.525244
0.314687,0.300575,0.287764,0.193909,0.636709,0.433511,0.532956
0.338275,0.302478,0.272736,0.205236,0.698793,0.431253,0.570160
0.340563,0.303589,0.272704,0.202165,0.742029,0.434470,0.571570
0.337037,0.301430,0.271256,0.214545,0.674910,0.428822,0.570710
0.322992,0.298067,0.273240,0.252473,0.655195,0.409770,0.566112
0.365768,0.327719,0.314693,0.214148,0.642500,0.527961,0.470400
0.353805,0.338888,0.310707,0.208353,0.619619,0.468339,0.492225
0.348620,0.351104,0.319248,0.208078,0.592956,0.439982,0.497349
0.352422,0.352963,0.323920,0.217394,0.574535,0.450098,0.489431
0.328176,0.327280,0.294990,0.234850,0.514965,0.411365,0.487990
0.381615,0.330606,0.320349,0.215026,0.654549,0.528088,0.484628
0.388281,0.325374,0.325402,0.201218,0.686477,0.538632,0.511666
0.379883,0.335065,0.310497,0.183991,0.672249,0.499166,0.513541
0.355730,0.337662,0.305625,0.188056,0.660201,0.491752,0.504963
0.240457,0.312471,0.267226,0.444519,0.405501,0.207802,0.465064
0.251545,0.327551,0.292176,0.365396,0.423752,0.213312,0.504175
0.253279,0.326937,0.297942,0.315757,0.437310,0.237490,0.524199
0.253781,0.325312,0.301457,0.261938,0.486562,0.267876,0.536116
0.253386,0.320222,0.296929,0.216348,0.555190,0.290951,0.538005
0.254565,0.317806,0.272634,0.396681,0.414360,0.216699,0.468870
0.255942,0.324738,0.295111,0.314569,0.443219,0.243525,0.506247
0.257184,0.322219,0.297784,0.265731,0.492814,0.268969,0.526142
0.256453,0.316261,0.293039,0.220782,0.560946,0.299614,0.528663
0.256488,0.312185,0.290875,0.198147,0.605368,0.312333,0.543281
0.250385,0.318935,0.284772,0.362477,0.421294,0.210426,0.470937
0.254163,0.322224,0.296833,0.265513,0.490731,0.269787,0.518470
0.254316,0.315711,0.291322,0.219876,0.558691,0.299064,0.528298
0.254440,0.311643,0.289308,0.196766,0.602526,0.311301,0.542921
0.257036,0.309160,0.292865,0.189470,0.629607,0.312668,0.546035
0.252285,0.318330,0.291047,0.309941,0.435398,0.239072,0.484292
0.253579,0.316211,0.292184,0.220405,0.558818,0.302438,0.520975
0.254440,0.311643,0.289308,0.196766,0.602526,0.311301,0.542921
0.257036,0.309160,0.292865,0.189470,0.629607,0.312668,0.546035
0.261224,0.307818,0.295579,0.184242,0.659370,0.306423,0.553164
0.254088,0.316298,0.294070,0.264319,0.486998,0.267799,0.493792
0.254160,0.311961,0.290149,0.195299,0.602722,0.317001,0.536055
0.257036,0.309160,0.292865,0.189470,0.629607,0.312668,0.546035
0.257036,0.309160,0.292865,0.189470,0.629607,0.312668,0.546035
0.261224,0.307818,0.295579,0.184242,0.659370,0.306423,0.553164
0.269529,0.307654,0.297844,0.177871,0.680975,0.314962,0.551234
0.262500,0.355601,0.319608,0.287634,0.522937,0.255879,0.549617
0.278205,0.302551,0.315965,0.230928,0.591330,0.284811,0.554106
0.270874,0.305416,0.321241,0.203094,0.625682,0.358768,0.566147
0.256619,0.294701,0.305103,0.395393,0.493783,0.232892,0.545820
0.254597,0.296300,0.311115,0.366073,0.516189,0.279865,0.555526
0.279336,0.307843,0.314731,0.221331,0.597644,0.291356,0.558058
0.275677,0.317517,0.320360,0.211410,0.625977,0.370671,0.561676
0.265089,0.304365,0.311495,0.348875,0.487750,0.238547,0.537258
0.264171,0.305863,0.318092,0.314800,0.515296,0.278677,0.562681
0.254611,0.295243,0.283173,0.185740,0.635412,0.364943,0.573582
0.332993,0.321282,0.290802,0.220237,0.747506,0.550508,0.605244
0.450398,0.429963,0.343678,0.144888,0.833022,0.580473,0.526011
0.448210,0.431126,0.343205,0.143703,0.831038,0.581693,0.525770
0.448246,0.434273,0.340306,0.141944,0.830094,0.578429,0.525139
0.448066,0.435068,0.339203,0.141885,0.829496,0.581844,0.523761
0.448538,0.435924,0.339606,0.141288,0.829809,0.584466,0.523820
0.449290,0.436140,0.341154,0.142160,0.828134,0.583672,0.521189
0.449014,0.437012,0.340876,0.140427,0.830536,0.586366,0.518585
0.448558,0.436672,0.340443,0.139419,0.831730,0.586955,0.518222
0.448923,0.436521,0.340070,0.138310,0.831249,0.588933,0.520095
0.446142,0.436037,0.337717,0.137217,0.831300,0.591832,0.516723
0.401032,0.353056,0.306573,0.185509,0.809455,0.566671,0.569795
0.394128,0.350138,0.298097,0.196704,0.796475,0.542048,0.566653
0.393559,0.347498,0.301385,0.194035,0.803609,0.546436,0.566524
0.393605,0.346164,0.296718,0.205893,0.790313,0.531108,0.568634
0.405713,0.370275,0.313486,0.185629,0.802571,0.632091,0.549058
0.406785,0.372332,0.313505,0.180676,0.801797,0.632383,0.549527
0.408836,0.372077,0.314096,0.179631,0.803207,0.634767,0.549042
0.399796,0.355591,0.313222,0.189366,0.808851,0.607927,0.537162
0.402035,0.357455,0.313376,0.194401,0.799191,0.593424,0.518217
0.403355,0.355206,0.314072,0.192721,0.797720,0.602588,0.529388
0.526174,0.493810,0.444899,0.121509,0.859812,0.636148,0.568235
0.524747,0.498014,0.443943,0.120943,0.861739,0.627757,0.570704
0.521964,0.484328,0.439325,0.120891,0.861805,0.617693,0.573572
0.517370,0.480820,0.437723,0.121703,0.861542,0.627064,0.570136
0.342733,0.303721,0.297718,0.168252,0.720927,0.406104,0.570670
0.355660,0.331578,0.284339,0.160372,0.690376,0.658491,0.596389
0.366369,0.332864,0.287505,0.149075,0.686349,0.663874,0.599579
0.343908,0.340021,0.259212,0.141250,0.790551,0.596546,0.495796
0.331554,0.336884,0.285181,0.164542,0.676611,0.531497,0.477993
0.525339,0.509731,0.358027,0.194434,0.776948,0.615409,0.522294
0.306915,0.272946,0.291948,0.193403,0.716428,0.503831,0.567699
0.285458,0.302243,0.266608,0.208616,0.639952,0.580112,0.538695
0.324958,0.348959,0.278014,0.173459,0.705238,0.541431,0.592390
0.300900,0.286746,0.286188,0.197569,0.674509,0.553092,0.575213
0.462394,0.451364,0.324025,0.145591,0.822732,0.704713,0.532821
0.250396,0.305015,0.253208,0.250600,0.545512,0.444347,0.504064
0.278858,0.311450,0.260746,0.180769,0.702145,0.496459,0.504549
0.269077,0.311139,0.272028,0.218308,0.625338,0.491889,0.516315
0.274976,0.311776,0.270184,0.212193,0.635826,0.493908,0.517413
0.281697,0.314553,0.274900,0.166543,0.710847,0.546493,0.537100
0.289838,0.310486,0.278487,0.164503,0.712390,0.550208,0.547832
0.304270,0.314712,0.277911,0.155599,0.714545,0.564141,0.549396
0.312603,0.322193,0.275608,0.150601,0.717831,0.611082,0.552236
0.322760,0.329002,0.273032,0.143526,0.742077,0.618235,0.555290
0.326793,0.329282,0.271801,0.137092,0.770521,0.604700,0.558932
0.268708,0.309549,0.274538,0.196170,0.637934,0.529584,0.511425
0.274756,0.311701,0.273793,0.193934,0.668825,0.535385,0.514384
0.285746,0.313641,0.273294,0.191347,0.679386,0.522800,0.518880
0.295021,0.314726,0.273171,0.186088,0.681360,0.526230,0.521185
0.315211,0.325485,0.269266,0.167559,0.688285,0.566154,0.527461
0.341934,0.328113,0.261545,0.158233,0.757056,0.664673,0.558231
0.342031,0.330235,0.259522,0.152262,0.779354,0.659412,0.556589
0.266791,0.305757,0.248219,0.160396,0.709732,0.568613,0.521314
0.270081,0.330291,0.258102,0.401421,0.344931,0.202611,0.501617
0.211807,0.285061,0.210357,0.546406,0.362283,0.238491,0.495610
0.253870,0.342219,0.263383,0.359281,0.450355,0.358880,0.580902
0.251145,0.327621,0.261940,0.299326,0.510017,0.413324,0.588171
0.252489,0.326070,0.265761,0.278044,0.538602,0.443488,0.598058
0.575970,0.546522,0.471398,0.117061,0.903275,0.545654,0.498911
0.345876,0.354113,0.318710,0.162424,0.762016,0.565253,0.595696
0.333792,0.361655,0.327077,0.176584,0.750454,0.557173,0.588004
0.314474,0.372538,0.338078,0.190092,0.707871,0.543611,0.571446
0.447920,0.377011,0.302922,0.181368,0.789087,0.574757,0.556622
0.425150,0.349630,0.298197,0.188698,0.797534,0.594598,0.551193
0.346284,0.341255,0.262652,0.245829,0.673017,0.515620,0.570700
0.425524,0.412008,0.323750,0.130314,0.696227,0.547939,0.545297
0.425524,0.412008,0.323750,0.130314,0.696227,0.547939,0.545297
0.425524,0.412008,0.323750,0.130314,0.696227,0.547939,0.545297
0.409255,0.379574,0.339605,0.158215,0.662400,0.542890,0.430314
0.387055,0.365836,0.321440,0.174076,0.691710,0.491619,0.431677
0.504754,0.544984,0.406508,0.149141,0.733754,0.461032,0.428418
0.441745,0.476280,0.364822,0.155697,0.737184,0.462905,0.456874
0.436230,0.463664,0.358444,0.152944,0.770451,0.482504,0.453037
0.434309,0.470340,0.374962,0.177419,0.638090,0.342116,0.458775
0.437727,0.473639,0.374342,0.167569,0.684347,0.426401,0.452098
