trial_number,auroc,seed,head_type,mol_encoder,prot_encoder,warhead_transfer,fragment_mode,e3_onehot,rdkit_desc,admet_features,normalize,ternary_attention,attn_dropout,attn_lr,mlp_batch_size,mlp_dropout,mlp_hidden,mlp_layers,mlp_lr,rf_max_depth,rf_min_samples_leaf,rf_n_estimators,xgb_eta,xgb_max_depth,xgb_n_rounds,xgb_subsample
455,0.6710121701749849,0,xgboost,rdkit_200,esm2_150M,True,all_fragments,True,False,True,True,False,,,,,,,,,,,0.14412754467273658,3.0,300.0,0.9607001360774374
618,0.670958119245965,0,mlp,morgan_2048_r2,ankh_large,False,warhead_only,True,False,False,False,False,,,64.0,0.03361267754124836,128.0,3.0,0.006831942112747674,,,,,,,
627,0.6709383185626557,0,rf,rdkit_200,esm2_3B,True,linker_only,True,False,False,True,True,,,,,,,,none,5.0,100.0,,,,
640,0.670909906030066,0,rf,chemberta,prostt5,False,all_fragments,False,True,False,True,False,,,,,,,,15,3.0,200.0,,,,
425,0.6706342878082564,0,xgboost,morgan_2048_r2,prostt5,True,all_fragments,False,False,True,False,True,,,,,,,,,,,0.012154169116795906,8.0,300.0,0.7160802774827495
202,0.6705308492782097,0,rf,morgan_2048_r2,esm2_35M,False,linker_only,False,False,False,False,True,,,,,,,,15,8.0,500.0,,,,
673,0.670529859782737,0,attention,rdkit_200,esm2_3B,True,all_fragments,False,False,False,True,False,0.1505749663067032,0.0030259991090738213,,,,,,,,,,,,
496,0.6703462110894286,0,mlp,morgan_2048_r2,esm2_150M,False,none,False,False,False,True,False,,,128.0,0.3006563418257819,64.0,3.0,0.0002114725494222406,,,,,,,
441,0.6700900608418013,0,xgboost,morgan_1024_r2,prostt5,True,none,False,True,True,False,True,,,,,,,,,,,0.10549201092584726,3.0,200.0,0.5453189770115641
494,0.6697737791981718,0,mlp,chemberta,none,True,linker_only,False,True,True,True,False,,,32.0,0.34231169626577956,64.0,1.0,0.00013240017100964567,,,,,,,
128,0.6696746002756384,0,mlp,morgan_2048_r2,esm2_8M,True,linker_only,True,False,False,True,False,,,64.0,0.4626503370874867,64.0,1.0,0.0008725691583563791,,,,,,,
664,0.6696063399052246,0,attention,chemberta,prot_t5_xl,False,all_fragments,False,False,False,True,False,0.014427589833305943,0.0009341518416203372,,,,,,,,,,,,
761,0.6694745926988527,0,xgboost,morgan_1024_r2,esm2_150M,False,none,True,True,False,True,True,,,,,,,,,,,0.23275208801861216,10.0,300.0,0.6979963940326791
439,0.6689669283996341,0,rf,chemberta,esm2_8M,False,warhead_only,False,True,False,True,False,,,,,,,,10,5.0,100.0,,,,
994,0.6687423128482892,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.013739398490504389,9.0,200.0,0.5479619750951058
7,0.668529644053444,0,mlp,morgan_1024_r2,ankh_large,False,linker_only,True,True,True,True,False,,,64.0,0.1364109512122335,256.0,3.0,0.0005517033212760819,,,,,,,
299,0.668303140563166,0,attention,rdkit_200,esm2_650M,False,linker_only,True,True,False,True,False,0.10470484470126024,0.003090551813682268,,,,,,,,,,,,
666,0.6681990196643939,0,attention,morgan_1024_r2,esm2_3B,True,none,False,False,True,True,True,0.4026123908135509,0.002007756625410216,,,,,,,,,,,,
116,0.668124391456144,0,attention,chemberta,none,True,none,True,True,False,True,True,0.32002277276126206,0.001145666068072148,,,,,,,,,,,,
47,0.6680757123841499,0,rf,morgan_2048_r2,none,False,none,False,True,True,True,False,,,,,,,,15,2.0,100.0,,,,
780,0.6680137049154896,0,xgboost,morgan_1024_r2,esm2_150M,False,none,True,True,False,True,True,,,,,,,,,,,0.0225554886253389,9.0,300.0,0.6751588987015226
127,0.6677823983396274,0,xgboost,maccs_167,esm2_150M,True,linker_only,True,True,False,True,False,,,,,,,,,,,0.04594240000451681,10.0,300.0,0.8581480461874538
172,0.667565678193728,0,rf,maccs_167,none,False,warhead_only,False,True,False,False,True,,,,,,,,none,2.0,200.0,,,,
150,0.6674430864247057,0,mlp,morgan_2048_r2,ankh_large,False,linker_only,False,True,True,True,False,,,32.0,0.25973201888714176,64.0,3.0,0.0011992237685619475,,,,,,,
513,0.6673588518185696,0,xgboost,rdkit_200,esm2_650M,False,linker_only,False,True,False,True,False,,,,,,,,,,,0.08604102422746202,10.0,200.0,0.8846085716175223
410,0.6670251588032834,0,attention,morgan_2048_r2,esm2_650M,False,all_fragments,True,True,False,True,True,0.11926918907484796,0.00011055716366464929,,,,,,,,,,,,
760,0.6665310188632444,0,xgboost,morgan_1024_r2,esm2_150M,False,none,True,True,False,True,True,,,,,,,,,,,0.29394643453517505,10.0,300.0,0.7045122817727021
686,0.6664929781368344,0,attention,maccs_167,prot_t5_xl,True,warhead_only,True,True,True,True,False,0.20433109090466983,0.005452683948114275,,,,,,,,,,,,
377,0.6664289492168667,0,attention,chemberta,none,False,all_fragments,True,False,True,True,False,0.49990072451656736,0.000747958042856871,,,,,,,,,,,,
753,0.6663358953902746,0,xgboost,morgan_1024_r2,esm2_150M,False,none,True,True,False,True,True,,,,,,,,,,,0.0248431140530607,10.0,300.0,0.7802197671320288
794,0.6663143066691629,0,xgboost,morgan_1024_r2,esm2_150M,False,none,True,True,False,True,True,,,,,,,,,,,0.029895852952915164,10.0,300.0,0.7430765574882542
992,0.6661497442497412,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.018208197147580023,10.0,200.0,0.5090472283121978
757,0.6658516242258181,0,xgboost,morgan_1024_r2,esm2_150M,False,none,True,True,False,True,True,,,,,,,,,,,0.26782396022476557,10.0,300.0,0.7611121140293214
405,0.665796589659868,0,xgboost,molformer,esm2_35M,False,all_fragments,False,True,False,False,False,,,,,,,,,,,0.15446886610386765,5.0,300.0,0.5284851431018889
776,0.6654773884778062,0,xgboost,morgan_1024_r2,esm2_150M,False,none,True,True,False,True,True,,,,,,,,,,,0.16706025442484504,9.0,300.0,0.6542338356937237
61,0.6649224267726409,0,xgboost,molformer,prostt5,True,none,True,True,False,False,True,,,,,,,,,,,0.03078658398772491,7.0,100.0,0.9226189980017554
197,0.664848009903201,0,mlp,morgan_2048_r2,esm2_3B,False,all_fragments,True,False,False,False,False,,,64.0,0.18576803889756693,64.0,1.0,0.00044293049918774953,,,,,,,
85,0.6646761352540074,0,rf,rdkit_200,esm2_3B,True,all_fragments,False,False,True,False,True,,,,,,,,none,7.0,500.0,,,,
242,0.6646718141261022,0,attention,morgan_1024_r2,none,True,warhead_only,False,False,False,True,False,0.14936769860726024,0.00023331964715914537,,,,,,,,,,,,
681,0.6644233264987651,0,mlp,maccs_167,prostt5,True,all_fragments,False,False,True,True,True,,,64.0,0.32773613698907983,128.0,3.0,0.0008471941281914666,,,,,,,
684,0.664309207182853,0,rf,maccs_167,esm2_150M,True,all_fragments,True,True,True,False,False,,,,,,,,15,4.0,200.0,,,,
628,0.6640234806239322,0,attention,morgan_2048_r2,esm2_8M,False,all_fragments,True,False,True,True,False,0.0036437576292027707,0.00014272872314740936,,,,,,,,,,,,
240,0.6639571902930997,0,mlp,morgan_1024_r2,esm2_3B,False,none,True,False,False,True,False,,,32.0,0.4058831975498119,64.0,1.0,0.0050867528448949656,,,,,,,
641,0.6638007346556984,0,rf,rdkit_200,esm2_3B,True,all_fragments,True,True,True,True,False,,,,,,,,10,3.0,500.0,,,,
106,0.6636690655736317,0,attention,rdkit_200,prot_t5_xl,True,linker_only,True,True,True,True,True,0.401120416116591,0.008047093069605387,,,,,,,,,,,,
726,0.6635813305971807,0,mlp,morgan_1024_r2,esm2_3B,True,all_fragments,True,False,False,False,True,,,128.0,0.18406737147902125,64.0,2.0,0.009990867055450723,,,,,,,
418,0.6635446015379551,0,mlp,maccs_167,esm2_3B,False,all_fragments,False,False,True,False,False,,,64.0,0.3100910188275991,64.0,1.0,0.000248546342079867,,,,,,,
769,0.6634570690637063,0,xgboost,morgan_1024_r2,esm2_150M,False,none,True,True,False,True,True,,,,,,,,,,,0.04289815288795364,10.0,300.0,0.7281505487571813
129,0.6634092583236587,0,mlp,molformer,prot_t5_xl,True,linker_only,True,False,True,True,False,,,32.0,0.2543341287173284,128.0,3.0,0.002309573184580471,,,,,,,
520,0.6633452869923916,0,rf,morgan_1024_r2,none,False,none,True,True,True,True,True,,,,,,,,6,5.0,500.0,,,,
290,0.6633142877584349,0,attention,chemberta,prostt5,False,all_fragments,False,True,True,False,True,0.17046388509794919,0.008605741185827727,,,,,,,,,,,,
449,0.6632848238618998,0,mlp,morgan_2048_r2,esm2_150M,True,none,True,False,True,True,False,,,32.0,0.08135266303933752,128.0,2.0,0.0015687583526267893,,,,,,,
293,0.6629594517958973,0,rf,chemberta,prot_t5_xl,True,warhead_only,False,False,False,False,True,,,,,,,,6,10.0,500.0,,,,
73,0.6629230221038142,0,xgboost,molformer,prostt5,False,linker_only,False,True,False,True,True,,,,,,,,,,,0.15308365689867506,10.0,100.0,0.6374221971071308
567,0.6628038018526718,0,rf,chemberta,esm2_3B,False,none,False,False,True,False,False,,,,,,,,6,3.0,100.0,,,,
155,0.6628033699337034,0,rf,chemberta,none,False,all_fragments,True,False,False,True,False,,,,,,,,none,2.0,200.0,,,,
770,0.6624532636714681,0,xgboost,morgan_1024_r2,esm2_150M,False,none,True,True,False,True,True,,,,,,,,,,,0.016962511171066806,9.0,200.0,0.6988474429071243
578,0.6624404500690151,0,rf,chemberta,esm2_150M,True,none,False,True,True,False,False,,,,,,,,10,8.0,500.0,,,,
153,0.6622975053194172,0,rf,maccs_167,none,True,linker_only,True,True,True,False,False,,,,,,,,6,4.0,100.0,,,,
351,0.6622688514158526,0,xgboost,rdkit_200,esm2_8M,True,warhead_only,False,True,False,False,True,,,,,,,,,,,0.018327269557203534,7.0,200.0,0.9250422316596958
585,0.6622003630192103,0,xgboost,maccs_167,esm2_3B,True,warhead_only,True,True,False,False,True,,,,,,,,,,,0.01471015398033531,7.0,100.0,0.8181294292289203
390,0.6620101192115749,0,mlp,chemberta,none,True,linker_only,True,False,True,True,True,,,32.0,0.3864034391574917,128.0,2.0,0.0001474238722060576,,,,,,,
373,0.6619511179699231,0,rf,chemberta,esm2_35M,True,warhead_only,True,False,False,False,True,,,,,,,,none,4.0,500.0,,,,
396,0.6618631104095744,0,attention,morgan_1024_r2,esm2_650M,False,none,True,False,False,True,False,0.02256581338810143,0.00034847040726848524,,,,,,,,,,,,
791,0.6617763926327086,0,xgboost,morgan_1024_r2,esm2_150M,False,none,True,True,False,True,True,,,,,,,,,,,0.015004032877133726,10.0,300.0,0.6211802443740568
993,0.6617062783385367,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.021317443715755,10.0,200.0,0.5248102122660859
683,0.6612140474754902,0,xgboost,chemberta,none,True,linker_only,True,False,True,False,True,,,,,,,,,,,0.15366531307343556,7.0,100.0,0.8741065756663837
476,0.6611238085802611,0,xgboost,rdkit_200,esm2_8M,False,all_fragments,False,False,False,False,True,,,,,,,,,,,0.12234977552438363,7.0,200.0,0.9195052294635351
329,0.6610416928150628,0,rf,morgan_1024_r2,esm2_650M,False,none,True,True,True,False,True,,,,,,,,none,8.0,500.0,,,,
72,0.6609393108086212,0,attention,chemberta,none,True,linker_only,True,True,False,False,True,0.373248907937852,0.0015348512020200034,,,,,,,,,,,,
623,0.6608842518987843,0,attention,chemberta,esm2_8M,False,none,False,True,False,True,True,0.40034564008460694,0.0010138994279324442,,,,,,,,,,,,
253,0.660711271313528,0,xgboost,rdkit_200,esm2_8M,True,all_fragments,True,False,False,False,False,,,,,,,,,,,0.028176640568608146,6.0,100.0,0.9715647147866965
112,0.6605778545421087,0,attention,rdkit_200,prot_t5_xl,False,linker_only,False,False,False,True,True,0.09918961829552353,0.002189753735028343,,,,,,,,,,,,
5,0.6605765150240729,0,xgboost,rdkit_200,esm2_35M,False,all_fragments,True,True,False,False,True,,,,,,,,,,,0.13504490359595595,10.0,100.0,0.8743318099252737
419,0.6603503417885944,0,rf,maccs_167,esm2_650M,True,linker_only,False,False,False,True,True,,,,,,,,15,8.0,500.0,,,,
736,0.6602732217695216,0,xgboost,maccs_167,prot_t5_xl,False,linker_only,True,False,False,False,True,,,,,,,,,,,0.10218393965501137,3.0,300.0,0.9713416067316778
554,0.6599588726747305,0,mlp,morgan_2048_r2,none,True,all_fragments,False,True,True,True,False,,,32.0,0.33463460533075634,64.0,1.0,0.004621767023185163,,,,,,,
777,0.6594643189550875,0,xgboost,morgan_1024_r2,esm2_150M,False,none,True,True,False,True,True,,,,,,,,,,,0.22603497836146938,10.0,300.0,0.74323552450933
257,0.6594363106299838,0,rf,rdkit_200,esm2_650M,False,all_fragments,False,True,False,True,True,,,,,,,,none,2.0,200.0,,,,
755,0.6593109552260691,0,xgboost,morgan_1024_r2,esm2_150M,False,none,True,True,False,True,True,,,,,,,,,,,0.28241866724858455,10.0,300.0,0.7413133898971356
19,0.659296639466892,0,mlp,morgan_2048_r2,esm2_150M,True,linker_only,False,False,True,True,False,,,32.0,0.23657148923282212,256.0,2.0,0.0058152359922662026,,,,,,,
625,0.6590040275196352,0,attention,morgan_1024_r2,none,False,warhead_only,True,True,True,True,False,0.10352604739972249,0.000454447942666161,,,,,,,,,,,,
866,0.6587092451933938,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.01854861696393704,10.0,200.0,0.5569246328322939
636,0.6586653728117197,0,rf,molformer,prot_t5_xl,True,linker_only,False,True,False,True,True,,,,,,,,6,4.0,500.0,,,,
236,0.6586524376603401,0,rf,rdkit_200,prostt5,False,warhead_only,True,False,False,False,True,,,,,,,,none,6.0,100.0,,,,
130,0.6584555387505446,0,xgboost,maccs_167,esm2_650M,False,linker_only,False,True,True,True,True,,,,,,,,,,,0.010170151208702417,8.0,300.0,0.9586891492000683
361,0.6584145788402787,0,mlp,rdkit_200,esm2_150M,True,none,False,False,False,True,False,,,128.0,0.29049267004181734,256.0,2.0,0.0008438698670443269,,,,,,,
805,0.6583436049894896,0,xgboost,morgan_1024_r2,none,False,none,True,True,False,True,True,,,,,,,,,,,0.23799430638848024,10.0,100.0,0.7112949905706739
144,0.6582007791637011,0,xgboost,molformer,esm2_35M,False,warhead_only,False,True,False,True,True,,,,,,,,,,,0.05866219222474283,7.0,100.0,0.5408949702651309
631,0.6575264150216563,0,attention,morgan_2048_r2,ankh_large,False,none,True,True,False,True,True,0.15848034245654358,0.007244881784843405,,,,,,,,,,,,
167,0.657119518738548,0,xgboost,morgan_2048_r2,esm2_8M,False,all_fragments,False,False,False,True,False,,,,,,,,,,,0.07737079625483136,7.0,200.0,0.7567670836170017
752,0.6569972564076093,0,xgboost,morgan_1024_r2,esm2_150M,False,none,True,True,False,True,True,,,,,,,,,,,0.01768563849896231,10.0,300.0,0.6716838099779066
498,0.656810014558413,0,attention,rdkit_200,esm2_650M,False,none,True,False,True,True,True,0.2209104347208694,0.0015119981013422801,,,,,,,,,,,,
337,0.6564425598127855,0,xgboost,molformer,esm2_8M,False,linker_only,True,True,False,True,True,,,,,,,,,,,0.291854040833471,6.0,300.0,0.7059914247590233
239,0.6564161134996789,0,attention,morgan_1024_r2,prot_t5_xl,True,warhead_only,True,True,False,True,True,0.011893713735193379,0.0032874491311412368,,,,,,,,,,,,
218,0.6563954030727646,0,rf,morgan_2048_r2,none,True,none,False,False,False,True,True,,,,,,,,10,9.0,100.0,,,,
938,0.6563239045415593,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.01729092267665918,10.0,200.0,0.5084887586865352
818,0.6562826160209557,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.0124238697221653,10.0,200.0,0.5930207827924179
58,0.6562739210034507,0,rf,morgan_1024_r2,prot_t5_xl,False,none,True,False,True,True,True,,,,,,,,15,5.0,500.0,,,,
71,0.6561840980446118,0,attention,molformer,esm2_8M,True,all_fragments,True,False,False,True,True,0.47807491706200955,0.00039816560671167175,,,,,,,,,,,,
206,0.656030996124781,0,xgboost,morgan_1024_r2,esm2_650M,True,linker_only,True,False,True,False,True,,,,,,,,,,,0.22144700391188088,10.0,200.0,0.7371574657954996
561,0.6556601521486726,0,xgboost,morgan_1024_r2,prot_t5_xl,True,warhead_only,False,True,True,True,False,,,,,,,,,,,0.12726186773906548,7.0,300.0,0.7861004476311123
792,0.6553959280472478,0,xgboost,morgan_1024_r2,esm2_150M,False,none,True,True,False,True,True,,,,,,,,,,,0.22546742653628724,9.0,300.0,0.7086048262840299
120,0.6552720930729184,0,attention,molformer,prostt5,False,all_fragments,False,False,False,True,True,0.444016568266347,0.0010450186887526033,,,,,,,,,,,,
89,0.6549816909067838,0,xgboost,morgan_2048_r2,prostt5,True,linker_only,True,True,True,True,False,,,,,,,,,,,0.038347268124733734,10.0,300.0,0.9520655255992234
663,0.6549650054652864,0,rf,chemberta,prot_t5_xl,True,warhead_only,True,False,False,False,True,,,,,,,,15,8.0,500.0,,,,
77,0.6549194378125675,0,xgboost,morgan_2048_r2,ankh_large,False,all_fragments,True,False,True,False,False,,,,,,,,,,,0.18893742052999044,4.0,200.0,0.7952863468133712
91,0.6546859787704121,0,mlp,morgan_2048_r2,esm2_150M,False,none,False,False,False,True,False,,,32.0,0.4389702549402163,128.0,3.0,0.004447894205773748,,,,,,,
59,0.6545145371282216,0,mlp,chemberta,esm2_3B,True,linker_only,False,True,False,True,True,,,128.0,0.2767709797334008,128.0,2.0,0.0001285275742710801,,,,,,,
291,0.6543853180170405,0,xgboost,morgan_1024_r2,esm2_35M,True,none,False,True,False,False,False,,,,,,,,,,,0.26894720057074484,4.0,100.0,0.6301375966249669
304,0.6541342489384616,0,mlp,molformer,esm2_8M,False,linker_only,False,True,True,True,True,,,64.0,0.4506044142232939,128.0,2.0,0.001979199302717685,,,,,,,
330,0.6536067960599656,0,attention,morgan_2048_r2,prot_t5_xl,True,none,True,True,False,True,False,0.10030440292259946,0.0014289697199245555,,,,,,,,,,,,
132,0.6535367013302029,0,xgboost,morgan_1024_r2,esm2_150M,False,all_fragments,False,True,False,False,True,,,,,,,,,,,0.02517603635109965,7.0,200.0,0.798749787830575
259,0.652870919768904,0,mlp,morgan_1024_r2,prostt5,False,all_fragments,True,False,False,False,False,,,128.0,0.3653119097812282,64.0,1.0,0.0007387206159056119,,,,,,,
393,0.652669915365146,0,mlp,rdkit_200,none,False,none,True,True,True,True,True,,,64.0,0.37935790325675317,128.0,2.0,0.0015050515962230905,,,,,,,
79,0.6526454133171028,0,rf,morgan_2048_r2,esm2_35M,False,linker_only,False,True,True,False,False,,,,,,,,none,6.0,100.0,,,,
847,0.6525451209237888,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.011261701433980096,10.0,200.0,0.6104176147536259
238,0.6524211621353111,0,rf,rdkit_200,prot_t5_xl,True,none,False,False,True,False,False,,,,,,,,6,2.0,100.0,,,,
606,0.6522379911846293,0,mlp,morgan_1024_r2,prostt5,False,all_fragments,True,False,True,True,False,,,128.0,0.17096939517475823,128.0,2.0,0.0006725062254402569,,,,,,,
251,0.6521355437586183,0,xgboost,maccs_167,prostt5,False,linker_only,True,False,False,True,False,,,,,,,,,,,0.0658273373446784,10.0,100.0,0.902920300772865
100,0.6520467316727158,0,attention,rdkit_200,esm2_8M,False,linker_only,True,False,True,True,False,0.22061935822657963,0.00908493893335,,,,,,,,,,,,
799,0.6520018990680818,0,xgboost,morgan_1024_r2,esm2_150M,False,none,True,True,False,True,True,,,,,,,,,,,0.04372510100016743,9.0,100.0,0.6981615524080194
216,0.6518305283867754,0,mlp,morgan_2048_r2,esm2_3B,True,warhead_only,False,False,False,False,False,,,128.0,0.21203311734337132,256.0,3.0,0.0002781958329903761,,,,,,,
481,0.6518272576903142,0,rf,morgan_1024_r2,esm2_150M,False,none,False,False,False,False,False,,,,,,,,none,6.0,500.0,,,,
800,0.6515950126692605,0,xgboost,morgan_1024_r2,none,False,none,True,True,False,True,True,,,,,,,,,,,0.21430115774128894,10.0,300.0,0.6703166655596479
185,0.6510929212119516,0,xgboost,rdkit_200,esm2_8M,True,warhead_only,False,True,True,False,False,,,,,,,,,,,0.13269291091071275,6.0,200.0,0.6170879046313544
838,0.6503134257623865,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.014616151426199762,10.0,200.0,0.5794995032315527
508,0.6500861368337817,0,rf,molformer,ankh_large,False,linker_only,True,True,False,True,True,,,,,,,,none,8.0,200.0,,,,
15,0.6500676895286215,0,rf,rdkit_200,esm2_35M,False,all_fragments,False,True,False,False,False,,,,,,,,none,7.0,200.0,,,,
404,0.6500003773052067,0,xgboost,chemberta,prot_t5_xl,True,linker_only,False,True,True,False,False,,,,,,,,,,,0.04241958792553805,7.0,100.0,0.6417026745168981
885,0.649788873620791,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.019436827107140096,10.0,200.0,0.5174267722783104
534,0.6488769836332666,0,mlp,morgan_1024_r2,esm2_3B,True,warhead_only,False,True,True,True,True,,,128.0,0.4543695742131898,256.0,2.0,0.0003816111122328701,,,,,,,
362,0.6483798414970646,0,rf,morgan_1024_r2,prostt5,True,none,True,True,False,True,True,,,,,,,,15,8.0,100.0,,,,
328,0.6479119322648101,0,attention,maccs_167,esm2_35M,True,all_fragments,False,False,True,True,False,0.02281864938973538,0.00888289391185124,,,,,,,,,,,,
123,0.6476317005620543,0,rf,molformer,ankh_large,False,all_fragments,True,True,False,False,False,,,,,,,,6,6.0,200.0,,,,
588,0.6474859973618202,0,rf,morgan_2048_r2,esm2_150M,True,all_fragments,False,True,False,True,True,,,,,,,,15,10.0,500.0,,,,
750,0.6473297286341525,0,xgboost,morgan_1024_r2,esm2_150M,False,none,True,True,False,True,True,,,,,,,,,,,0.28939750054703617,10.0,300.0,0.7066514833171293
680,0.6472806866096047,0,mlp,molformer,none,False,all_fragments,True,False,True,True,True,,,32.0,0.2966588119081647,128.0,1.0,0.004998333480520175,,,,,,,
541,0.647016518826474,0,xgboost,chemberta,esm2_8M,False,none,False,True,True,True,True,,,,,,,,,,,0.019359161945582525,7.0,100.0,0.9440389398187403
587,0.6469882570609468,0,xgboost,chemberta,prostt5,True,all_fragments,False,True,False,False,False,,,,,,,,,,,0.06462642349177639,4.0,100.0,0.9097443175589779
511,0.6466225206333203,0,xgboost,maccs_167,ankh_large,True,all_fragments,True,True,True,False,True,,,,,,,,,,,0.11161179822920171,9.0,300.0,0.9358711889090741
96,0.6465624219259999,0,attention,molformer,esm2_150M,True,linker_only,True,False,True,True,False,0.12663072932982217,0.0002131540931882925,,,,,,,,,,,,
403,0.646446964424661,0,attention,chemberta,none,False,all_fragments,False,True,True,True,True,0.36334769534902395,0.004850942180129137,,,,,,,,,,,,
282,0.6460484142304164,0,mlp,morgan_1024_r2,esm2_150M,False,all_fragments,True,False,True,True,False,,,32.0,0.11635160773817799,128.0,2.0,0.0004946374654152425,,,,,,,
232,0.6457871956834808,0,xgboost,morgan_2048_r2,esm2_8M,False,warhead_only,False,True,True,False,True,,,,,,,,,,,0.1742620502234555,5.0,100.0,0.8785050678520021
562,0.6456533172433062,0,rf,rdkit_200,esm2_3B,False,warhead_only,True,False,False,False,True,,,,,,,,none,8.0,500.0,,,,
759,0.6456445592846157,0,xgboost,morgan_1024_r2,esm2_150M,False,none,True,True,False,True,True,,,,,,,,,,,0.23559034220029873,10.0,300.0,0.722345536943695
543,0.6456044960331179,0,rf,maccs_167,prostt5,False,none,True,False,True,False,False,,,,,,,,15,3.0,200.0,,,,
243,0.6455790140881964,0,attention,morgan_2048_r2,prostt5,False,none,False,True,False,False,True,0.1261829509012104,0.0003083156313872392,,,,,,,,,,,,
395,0.645543117169188,0,xgboost,morgan_1024_r2,esm2_650M,True,warhead_only,False,False,False,False,False,,,,,,,,,,,0.24339613913410219,8.0,100.0,0.9415291226011151
136,0.6452069236360789,0,xgboost,morgan_1024_r2,esm2_150M,False,linker_only,False,True,True,True,True,,,,,,,,,,,0.021803856140493263,3.0,100.0,0.7499989181656874
65,0.6446990046006161,0,rf,rdkit_200,esm2_150M,False,linker_only,False,True,True,True,True,,,,,,,,15,5.0,100.0,,,,
24,0.6444874043251847,0,mlp,rdkit_200,none,False,all_fragments,False,False,False,True,False,,,32.0,0.0026550238073339005,128.0,3.0,0.00010536836884910139,,,,,,,
180,0.6443545935752535,0,rf,chemberta,prot_t5_xl,True,none,False,True,False,True,True,,,,,,,,6,6.0,100.0,,,,
237,0.6443321893293931,0,xgboost,rdkit_200,esm2_650M,True,warhead_only,True,False,False,False,False,,,,,,,,,,,0.01739579437861773,4.0,300.0,0.5655706379001311
0,0.644328894779347,0,mlp,morgan_2048_r2,esm2_150M,True,linker_only,False,True,True,True,True,,,64.0,0.3409101495517417,256.0,2.0,0.0005236194873419149,,,,,,,
524,0.6442744755528415,0,xgboost,chemberta,none,True,all_fragments,True,True,False,False,False,,,,,,,,,,,0.011706942837262691,5.0,200.0,0.896740899848123
409,0.6442012085982165,0,xgboost,morgan_1024_r2,prostt5,False,linker_only,True,True,True,False,False,,,,,,,,,,,0.12279703220191152,7.0,300.0,0.716342637431421
504,0.6438892608068907,0,attention,chemberta,esm2_35M,False,all_fragments,True,False,True,True,True,0.02604911701018542,0.00027387162601287676,,,,,,,,,,,,
350,0.6432515793162342,0,xgboost,morgan_2048_r2,esm2_35M,True,all_fragments,False,False,False,False,False,,,,,,,,,,,0.1623984714589976,4.0,200.0,0.8611559964260707
126,0.6422695515644955,0,attention,morgan_2048_r2,none,True,warhead_only,True,False,True,False,True,0.2881654632309806,0.0008405362175462067,,,,,,,,,,,,
490,0.6420461967123007,0,rf,molformer,ankh_large,False,none,True,True,False,True,True,,,,,,,,none,9.0,500.0,,,,
865,0.641930796229383,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.01935868477464021,10.0,200.0,0.5606299901958902
40,0.6416428825685458,0,rf,rdkit_200,esm2_650M,False,warhead_only,False,False,False,False,False,,,,,,,,15,9.0,500.0,,,,
262,0.6414220307699463,0,xgboost,morgan_2048_r2,ankh_large,True,warhead_only,False,True,False,True,True,,,,,,,,,,,0.06269738251129657,5.0,300.0,0.9303157618270269
643,0.6413570937728691,0,xgboost,chemberta,prostt5,False,none,False,True,True,False,False,,,,,,,,,,,0.09083148472141442,9.0,200.0,0.8588692704027956
183,0.6411345066219193,0,xgboost,morgan_2048_r2,prostt5,False,warhead_only,True,False,False,True,False,,,,,,,,,,,0.1278736003367547,7.0,200.0,0.9616196900600138
762,0.6409859869622837,0,xgboost,morgan_1024_r2,esm2_150M,False,none,True,True,False,True,True,,,,,,,,,,,0.2559516477268182,9.0,300.0,0.8016006909935959
734,0.6409679870623859,0,rf,chemberta,prostt5,True,none,True,False,True,False,False,,,,,,,,15,6.0,200.0,,,,
615,0.6408752957961646,0,attention,maccs_167,ankh_large,True,none,True,True,True,True,False,0.30959696225384453,0.00035823365185083195,,,,,,,,,,,,
672,0.6408475070362354,0,rf,maccs_167,ankh_large,False,linker_only,True,True,False,False,True,,,,,,,,10,10.0,200.0,,,,
667,0.6407372940900704,0,rf,morgan_2048_r2,esm2_8M,True,linker_only,True,True,False,True,True,,,,,,,,6,10.0,200.0,,,,
245,0.6407304284357953,0,xgboost,morgan_1024_r2,none,False,warhead_only,True,False,False,True,True,,,,,,,,,,,0.27227772836752684,4.0,100.0,0.9668592364700797
200,0.6403065110866651,0,mlp,rdkit_200,ankh_large,False,all_fragments,False,True,False,True,True,,,128.0,0.2604205161521658,256.0,2.0,0.005236206599890349,,,,,,,
289,0.6402999621416952,0,attention,chemberta,esm2_35M,False,linker_only,True,True,False,True,False,0.3641446728528223,0.0034838023143490752,,,,,,,,,,,,
